Statistik_Code,Statistik_Label,Zeit_Code,Zeit_Label,Zeit,1_Merkmal_Code,1_Merkmal_Label,1_Auspraegung_Code,1_Auspraegung_Label,BEV020__Bevoelkerung__1000,ERW002__Erwerbstaetige__1000,ERW003__Erwerbslose__1000,ERW001__Erwerbspersonen__1000,ERW004__Nichterwerbspersonen__1000
12211,Mikrozensus,JAHR,Jahr,2015,DLAND,Bundesländer,05,Nordrhein-Westfalen,17666,8361,459,8820,8846
12211,Mikrozensus,JAHR,Jahr,2015,DLAND,Bundesländer,07,Rheinland-Pfalz,4019,1999,76,2075,1944
12211,Mikrozensus,JAHR,Jahr,2015,DLAND,Bundesländer,10,Saarland,988,460,27,487,501
12211,Mikrozensus,JAHR,Jahr,2015,DLAND,Bundesländer,14,Sachsen,4057,1936,131,2067,1990
12211,Mikrozensus,JAHR,Jahr,2015,DLAND,Bundesländer,15,Sachsen-Anhalt,2231,1041,91,1132,1099
12211,Mikrozensus,JAHR,Jahr,2015,DLAND,Bundesländer,01,Schleswig-Holstein,2840,1370,59,1430,1410
12211,Mikrozensus,JAHR,Jahr,2015,DLAND,Bundesländer,16,Thüringen,2153,1031,64,1095,1058
12211,Mikrozensus,JAHR,Jahr,2016,DLAND,Bundesländer,08,Baden-Württemberg,10935,5790,182,5973,4962
12211,Mikrozensus,JAHR,Jahr,2016,DLAND,Bundesländer,09,Bayern,12892,6889,180,7069,5823
12211,Mikrozensus,JAHR,Jahr,2016,DLAND,Bundesländer,11,Berlin,3537,1740,147,1887,1650
12211,Mikrozensus,JAHR,Jahr,2016,DLAND,Bundesländer,12,Brandenburg,2490,1251,60,1311,1180
12211,Mikrozensus,JAHR,Jahr,2016,DLAND,Bundesländer,04,Bremen,673,327,18,346,327
12211,Mikrozensus,JAHR,Jahr,2016,DLAND,Bundesländer,02,Hamburg,1794,939,40,979,815
12211,Mikrozensus,JAHR,Jahr,2016,DLAND,Bundesländer,06,Hessen,6202,3121,127,3248,2954
12211,Mikrozensus,JAHR,Jahr,2016,DLAND,Bundesländer,13,Mecklenburg-Vorpommern,1614,760,51,811,804
12211,Mikrozensus,JAHR,Jahr,2016,DLAND,Bundesländer,03,Niedersachsen,7952,3900,164,4064,3888
12211,Mikrozensus,JAHR,Jahr,2016,DLAND,Bundesländer,05,Nordrhein-Westfalen,17911,8619,402,9020,8891
12211,Mikrozensus,JAHR,Jahr,2016,DLAND,Bundesländer,07,Rheinland-Pfalz,4064,2055,77,2132,1932
12211,Mikrozensus,JAHR,Jahr,2016,DLAND,Bundesländer,10,Saarland,996,481,24,505,491
12211,Mikrozensus,JAHR,Jahr,2016,DLAND,Bundesländer,14,Sachsen,4088,1982,104,2086,2002
12211,Mikrozensus,JAHR,Jahr,2016,DLAND,Bundesländer,15,Sachsen-Anhalt,2242,1044,84,1128,1113
12211,Mikrozensus,JAHR,Jahr,2016,DLAND,Bundesländer,01,Schleswig-Holstein,2866,1389,57,1446,1421
12211,Mikrozensus,JAHR,Jahr,2016,DLAND,Bundesländer,16,Thüringen,2169,1053,57,1110,1059
12211,Mikrozensus,JAHR,Jahr,2017,DLAND,Bundesländer,08,Baden-Württemberg,10902,5850,174,6024,4877
12211,Mikrozensus,JAHR,Jahr,2017,DLAND,Bundesländer,09,Bayern,12835,6956,164,7120,5715
12211,Mikrozensus,JAHR,Jahr,2017,DLAND,Bundesländer,11,Berlin,3559,1791,134,1925,1634
12211,Mikrozensus,JAHR,Jahr,2017,DLAND,Bundesländer,12,Brandenburg,2459,1240,58,1298,1160
12211,Mikrozensus,JAHR,Jahr,2017,DLAND,Bundesländer,04,Bremen,671,326,15,340,331
12211,Mikrozensus,JAHR,Jahr,2017,DLAND,Bundesländer,02,Hamburg,1808,963,42,1005,803
12211,Mikrozensus,JAHR,Jahr,2017,DLAND,Bundesländer,06,Hessen,6153,3153,107,3260,2893
12211,Mikrozensus,JAHR,Jahr,2017,DLAND,Bundesländer,13,Mecklenburg-Vorpommern,1582,757,41,797,785
12211,Mikrozensus,JAHR,Jahr,2017,DLAND,Bundesländer,03,Niedersachsen,7854,3942,153,4096,3758
12211,Mikrozensus,JAHR,Jahr,2017,DLAND,Bundesländer,05,Nordrhein-Westfalen,17725,8657,371,9028,8698
12211,Mikrozensus,JAHR,Jahr,2017,DLAND,Bundesländer,07,Rheinland-Pfalz,4039,2060,70,2131,1908
12211,Mikrozensus,JAHR,Jahr,2017,DLAND,Bundesländer,10,Saarland,984,478,22,501,484
12211,Mikrozensus,JAHR,Jahr,2017,DLAND,Bundesländer,14,Sachsen,4019,1976,92,2067,1952
12211,Mikrozensus,JAHR,Jahr,2017,DLAND,Bundesländer,15,Sachsen-Anhalt,2194,1028,76,1104,1091
12211,Mikrozensus,JAHR,Jahr,2017,DLAND,Bundesländer,01,Schleswig-Holstein,2845,1416,52,1468,1377
12211,Mikrozensus,JAHR,Jahr,2017,DLAND,Bundesländer,16,Thüringen,2112,1049,49,1097,1014
12211,Mikrozensus,JAHR,Jahr,2018,DLAND,Bundesländer,08,Baden-Württemberg,10897,5907,148,6055,4841
12211,Mikrozensus,JAHR,Jahr,2018,DLAND,Bundesländer,09,Bayern,12841,6995,153,7149,5692
12211,Mikrozensus,JAHR,Jahr,2018,DLAND,Bundesländer,11,Berlin,3589,1844,119,1963,1626
12211,Mikrozensus,JAHR,Jahr,2018,DLAND,Bundesländer,12,Brandenburg,2468,1246,53,1299,1169
12211,Mikrozensus,JAHR,Jahr,2018,DLAND,Bundesländer,04,Bremen,673,330,15,344,329
12211,Mikrozensus,JAHR,Jahr,2018,DLAND,Bundesländer,02,Hamburg,1825,966,41,1007,818
12211,Mikrozensus,JAHR,Jahr,2018,DLAND,Bundesländer,06,Hessen,6169,3166,103,3269,2901
12211,Mikrozensus,JAHR,Jahr,2018,DLAND,Bundesländer,13,Mecklenburg-Vorpommern,1577,744,38,781,795
12211,Mikrozensus,JAHR,Jahr,2018,DLAND,Bundesländer,03,Niedersachsen,7824,3971,135,4106,3718
12211,Mikrozensus,JAHR,Jahr,2018,DLAND,Bundesländer,05,Nordrhein-Westfalen,17646,8724,347,9071,8575
12211,Mikrozensus,JAHR,Jahr,2018,DLAND,Bundesländer,07,Rheinland-Pfalz,4010,2058,65,2123,1887
12211,Mikrozensus,JAHR,Jahr,2018,DLAND,Bundesländer,10,Saarland,977,481,18,499,477
12211,Mikrozensus,JAHR,Jahr,2018,DLAND,Bundesländer,14,Sachsen,4002,1966,82,2048,1954
12211,Mikrozensus,JAHR,Jahr,2018,DLAND,Bundesländer,15,Sachsen-Anhalt,2163,1020,57,1077,1086
12211,Mikrozensus,JAHR,Jahr,2018,DLAND,Bundesländer,01,Schleswig-Holstein,2841,1436,46,1482,1359
12211,Mikrozensus,JAHR,Jahr,2018,DLAND,Bundesländer,16,Thüringen,2109,1041,44,1085,1024
12211,Mikrozensus,JAHR,Jahr,2019,DLAND,Bundesländer,08,Baden-Württemberg,10963,5987,144,6131,4832
12211,Mikrozensus,JAHR,Jahr,2019,DLAND,Bundesländer,09,Bayern,12907,7076,148,7224,5684
12211,Mikrozensus,JAHR,Jahr,2019,DLAND,Bundesländer,11,Berlin,3604,1868,104,1972,1632
12211,Mikrozensus,JAHR,Jahr,2019,DLAND,Bundesländer,12,Brandenburg,2471,1244,44,1288,1183
12211,Mikrozensus,JAHR,Jahr,2019,DLAND,Bundesländer,04,Bremen,676,332,18,350,326
12211,Mikrozensus,JAHR,Jahr,2019,DLAND,Bundesländer,02,Hamburg,1827,979,37,1016,811
12211,Mikrozensus,JAHR,Jahr,2019,DLAND,Bundesländer,06,Hessen,6201,3220,101,3321,2880
12211,Mikrozensus,JAHR,Jahr,2019,DLAND,Bundesländer,13,Mecklenburg-Vorpommern,1580,761,31,792,788
12211,Mikrozensus,JAHR,Jahr,2019,DLAND,Bundesländer,03,Niedersachsen,7845,4017,128,4145,3700
12211,Mikrozensus,JAHR,Jahr,2019,DLAND,Bundesländer,05,Nordrhein-Westfalen,17665,8807,326,9133,8532
12211,Mikrozensus,JAHR,Jahr,2019,DLAND,Bundesländer,07,Rheinland-Pfalz,4017,2090,59,2149,1868
12211,Mikrozensus,JAHR,Jahr,2019,DLAND,Bundesländer,10,Saarland,972,478,18,496,475
12211,Mikrozensus,JAHR,Jahr,2019,DLAND,Bundesländer,14,Sachsen,4007,1985,80,2065,1942
12211,Mikrozensus,JAHR,Jahr,2019,DLAND,Bundesländer,15,Sachsen-Anhalt,2159,1027,49,1076,1083
12211,Mikrozensus,JAHR,Jahr,2019,DLAND,Bundesländer,01,Schleswig-Holstein,2851,1465,43,1508,1343
12211,Mikrozensus,JAHR,Jahr,2019,DLAND,Bundesländer,16,Thüringen,2102,1042,40,1082,1019
